Hostname|Last Known Location|IPv4|IPv6|Operating System|Physical/Virtual Machine|Owner|Administrator|U of A Tag Number|Make/Model|Processor|RAM (GB)|Storage Space (GB)|GPU|Serial Number|Status|Rack Number|SRIT Access|Power Up|Support Team|Department|Comments
ug30|CSC159|129.128.29.60||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 990|||||5138JS1|active|||5|WPS|Computer Science|UGrad
ug31|CSC159|129.128.29.61||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 990|||||516BJS1|active|||5|WPS|Computer Science|UGrad
ug32|CSC159|129.128.29.62||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 990|||||50ZFJS1|active|||5|WPS|Computer Science|UGrad
ug33|CSC159|129.128.29.63||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 990|||||50YFJS1|active|||5|WPS|Computer Science|UGrad
ug34|CSC159|129.128.29.64||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 990|||||5147JS1|active|||5|WPS|Computer Science|UGrad
ugfw1|CSC139|129.128.31.57||OpenBSD 4.5|regular|dept|tst|497678|Dell OptiPlex 990|||||80YQN91|retired|B||5||Computer Science|TST managed server
ugfw2|CSC139|129.128.31.58||OpenBSD 4.5|regular|dept|tst|497679|Dell PowerEdge 850|Celeron D 80547 @ 2.66GHz|512MB||||retired|B||5||Computer Science|TST managed server
ugweb|webdocs|129.128.243.190||Linux OS VERSION|alias|OWNER|AUTHORITY|NA|Dell PowerEdge 850|Celeron D 80547 @ 2.66GHz|512MB|||SERIAL NUMBER|ipalias|||5|SA1|Computer Science|COMMENTS
ui00|CSC219|129.128.41.30||Linux WPS Ubuntu 16.04|regular|dept|tst|||||||36JQXF1|active|||5|WPS|Computer Science|UGrad
ui01|CSC219|129.128.41.31||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||C5JQXF1|active|||5|WPS|Computer Science|UGrad
ui02|CSC219|129.128.41.32||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||2DKQXF1|active|||5|WPS|Computer Science|UGrad
ui03|CSC219|129.128.41.33||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||8DKQXF1|active|||5|WPS|Computer Science|UGrad
ui04|CSC219|129.128.41.34||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||74JQXF1|active|||5|WPS|Computer Science|UGrad
ui05|CSC219|129.128.41.35||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||H4JQXF1|active|||5|WPS|Computer Science|UGrad
ui06|CSC219|129.128.41.36||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||C4JQXF1|active|||5|WPS|Computer Science|UGrad
ui07|CSC219|129.128.41.37||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||J5JQXF1|active|||5|WPS|Computer Science|UGrad
ui08|CSC219|129.128.41.38||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||6CKQXF1|active|||5|WPS|Computer Science|UGrad
ui09|CSC219|129.128.41.39||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||BCKQXF1|active|||5|WPS|Computer Science|UGrad
ui10|CSC219|129.128.41.40||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||CCKQXF1|active|||5|WPS|Computer Science|UGrad
ui11|CSC219|129.128.41.41||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||9CKQXF1|active|||5|WPS|Computer Science|UGrad
ui12|CSC219|129.128.41.42||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||8CKQXF1|active|||5|WPS|Computer Science|UGrad
ui13|CSC219|129.128.41.43||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||DCKQXF1|active|||5|WPS|Computer Science|UGrad
ui14|CSC219|129.128.41.44||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||3DKQXF1|active|||5|WPS|Computer Science|UGrad
ui15|CSC219|129.128.41.45||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||35JQXF1|active|||5|WPS|Computer Science|UGrad
ui16|CSC219|129.128.41.46||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||JDKQXF1|active|||5|WPS|Computer Science|UGrad
ui17|CSC219|129.128.41.47||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||DDKQXF1|active|||5|WPS|Computer Science|UGrad
ui18|CSC219|129.128.41.48||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||6DKQXF1|active|||5|WPS|Computer Science|UGrad
ui19|CSC219|129.128.41.49||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||93JQXF1|active|||5|WPS|Computer Science|UGrad
ui20|CSC219|129.128.41.50||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||75JQXF1|active|||5|WPS|Computer Science|UGrad
ui21|CSC219|129.128.41.51||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||C3JQXF1|active|||5|WPS|Computer Science|UGrad
ui22|CSC219|129.128.41.52||Linux WPS Ubuntu 16.04|regular|dept|tst|no-tag|Dell OptiPlex 755|||||1TX37J1|active|||5|WPS|Computer Science|UGrad
uk01|CSC229|129.128.41.91||Linux WPS Ubuntu 16.04|regular|dept|tst|512124|Dell OptiPlex 755|||||1K6TCP1|retired|||5|WPS|Computer Science|UGrad
uk02|CSC229|129.128.41.92||Linux WPS Ubuntu 16.04|regular|dept|tst|512125|Dell OptiPlex 745|||||DJ6TCP1|retired|||5|WPS|Computer Science|UGrad
uk03|CSC229|129.128.41.93||Linux WPS Ubuntu 16.04|regular|dept|tst|512140|Dell OptiPlex 745|||||5J6TPC1|retired|||5|WPS|Computer Science|UGrad
uk04|CSC229|129.128.41.94||Linux WPS Ubuntu 16.04|regular|dept|tst|512145|Dell OptiPlex 745|||||DK6TCP1|retired|||5|WPS|Computer Science|UGrad
uk05|CSC229|129.128.41.95||Linux WPS Ubuntu 16.04|regular|dept|tst|512146|Dell OptiPlex 745|||||1M6TCP1|retired|||5|WPS|Computer Science|UGrad
uk06|CSC229|129.128.41.96||Linux WPS Ubuntu 16.04|regular|dept|tst|512196|Dell OptiPlex 745|||||DF0WSC1|retired|||5|WPS|Computer Science|UGrad
ul01|CSC105|129.128.29.161||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745|||||DV5TPC1|active|||5|WPS|Computer Science|UGrad
ul02|CSC105|129.128.29.162||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745|||||2W5TPC1|active|||5|WPS|Computer Science|UGrad
ul03|CSC105|129.128.29.163||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745|||||5W5TPC1|active|||5|WPS|Computer Science|UGrad
ul04|CSC235|129.128.29.164||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745|||||8W5TPC1|retired|||5|WPS|Computer Science|UGrad
ul05|CSC105|129.128.29.165||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745|||||2B6TPC1|active|||5|WPS|Computer Science|UGrad
ul06|CSC105|129.128.29.166||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745|||||7J6TPC1|active|||5|WPS|Computer Science|UGrad
ul07|CSC105|129.128.29.167||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745|||||6W5TPC1|active|||5|WPS|Computer Science|UGrad
ul08|CSC235|129.128.29.168||Linux WPS Ubuntu 16.04|regular|dept|tst|512130|Dell OptiPlex 745|||||BK6TPC1|retired|||5|WPS|Computer Science|UGrad
ul09|CSC105|129.128.29.169||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745|||||GV5TPC1|active|||5|WPS|Computer Science|UGrad
ul10|CSC105|129.128.29.170||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745|||||JV5TPC1|active|||5|WPS|Computer Science|UGrad
ultratrak||129.128.25.107|| |||||Dell OptiPlex 745||||||missing|||5||Computer Science|last seen in CSC363A
um00|CAB311|129.128.41.60||Linux WPS Ubuntu 16.04|regular|dept|tst|||||||1T3QRH1|active|||5|WPS|Computer Science|UGrad
um01|CAB311|129.128.41.61||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||DYLQRH1|active|||5|WPS|Computer Science|UGrad
um02|CAB311|129.128.41.62||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||42XQFJ1|active|||5|WPS|Computer Science|UGrad
um03|CAB311|129.128.41.63||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||HS3QRH1|active|||5|WPS|Computer Science|UGrad
um04|CAB311|129.128.41.64||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||2T3QRH1|active|||5|WPS|Computer Science|UGrad
um05|CAB311|129.128.41.65||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||3S3QRH1|active|||5|WPS|Computer Science|UGrad
um06|CAB311|129.128.41.66||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||3T3QRH1|active|||5|WPS|Computer Science|UGrad
um07|CAB311|129.128.41.67||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||4S3QRH1|active|||5|WPS|Computer Science|UGrad
um08|CAB311|129.128.41.68||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||4T3QRH1|active|||5|WPS|Computer Science|UGrad
um09|CAB311|129.128.41.69||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||5S3QRH1|active|||5|WPS|Computer Science|UGrad
um10|CAB311|129.128.41.70||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||5T3QRH1|active|||5|WPS|Computer Science|UGrad
um11|CAB311|129.128.41.71||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||6S3QRH1|active|||5|WPS|Computer Science|UGrad
um12|CAB311|129.128.41.72||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||6T3QRH1|active|||5|WPS|Computer Science|UGrad
um13|CAB311|129.128.41.73||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||7S3QRH1|active|||5|WPS|Computer Science|UGrad
um14|CAB311|129.128.41.74||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||8S3QRH1|active|||5|WPS|Computer Science|UGrad
um15|CAB311|129.128.41.75||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||14JQXF1|active|||5|WPS|Computer Science|UGrad
um16|CAB311|129.128.41.76||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||9S3QRH1|active|||5|WPS|Computer Science|UGrad
um17|CAB311|129.128.41.77||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||BS3QRH1|active|||5|WPS|Computer Science|UGrad
um18|CAB311|129.128.41.78||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||CS3QRH1|active|||5|WPS|Computer Science|UGrad
um19|CAB311|129.128.41.79||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||DS3QRH1|active|||5|WPS|Computer Science|UGrad
um20|CAB311|129.128.41.80||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||FS3QRH1|active|||5|WPS|Computer Science|UGrad
um21|CAB311|129.128.41.81||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||GS3QRH1|active|||5|WPS|Computer Science|UGrad
um22|CAB311|129.128.41.82||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||JS3QRH1|active|||5|WPS|Computer Science|UGrad
um23|CAB311|129.128.41.83||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||8YLQRH1|active|||5|WPS|Computer Science|UGrad
um24|CAB311|129.128.41.84||Linux WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 755|||||9V2SYH1|active|||5|WPS|Computer Science|UGrad
unis-master|IST VM|129.128.21.31||Linux Ubuntu 16.04|virtual|||NA|Dell OptiPlex 755||||||active|||5|SA1|Computer Science|
unis-slave|IST VM|129.128.21.32||Linux Ubuntu 16.04|virtual|||NA|||||||active|||5|SA1|Computer Science|
uofa-jay|ATH211|129.128.23.175||Windows 7|regular|zaiane|hasell||||||||active|||5||Computer Science|
usona1|CSC363?|129.128.25.181||Windows XP Pro 5.1.2600|regular||pierreb|457529||||||6Y33KZKZ600E|retired|||5||Computer Science|historical record
usona2|CSC363?|129.128.25.182||Windows XP Pro 5.1.2600|regular||pierreb|457530|HP|Intel Pentium 4 @ 2.4GHz|4|||6Y33KZKZ6???|retired|||5||Computer Science|historical record
usona3|CSC363?|129.128.25.183||Windows XP Pro 5.1.2600|regular||pierreb|457528|HP|Intel Pentium 4 @ 2.4GHz|4|||6Y33KZKZ6???|retired|||5||Computer Science|historical record
usona4|CSC363?|129.128.25.184||Windows XP Pro 5.1.2600|regular||pierreb|457527|HP|Intel Pentium 4 @ 2.4GHz|4|||6Y33KZKZ6???|retired|||5||Computer Science|historical record
usona5|CSC363?|129.128.25.185||Linux Scientific 4.4 (Beryllium)|regular||pierreb|457526|HP|Intel Pentium 4 @ 2.4GHz|4|||6Y33KZKZ6???|retired|||5||Computer Science|historical record
usona6|CSC147|129.128.25.186||Windows XP Pro 5.1.2600|regular|idanis|pierreb|457525|HP|Intel Pentium 4 @ 2.4GHz|4|||6Y33KZKZ600H???|retired|||5||Computer Science|historical record
usona7|CSC359|129.128.25.173||Windows XP Pro|regular||wfb||HP|Intel Pentium 4 @ 2.4GHz|4|||||||||Computer Science|
usona8|CSC359|129.128.25.117||Windows XP Pro|regular||wfb|||AMD Opteron 250D|4|||||||||Computer Science|
usona9|CSC363?|129.128.25.216||Linux Ubuntu 10.04 LTS|regular||pierreb|||AMD Opteron 250D|4|||S2S057197|retired|||5||Computer Science|historical record
usona10|CSC147|||Linux Ubuntu 10.04 LTS|regular|mhamilton|pierreb|495992||AMD Opteron 270D|4|||S2S057198|retired|||5||Computer Science|User needs CUDA and bleeding edge NVIDIA drivers
usona11|CSC363?|||Windows XP Pro 5.1.2600|regular||pierreb|||AMD Opteron 270D|4|||63015776P|retired|||5||Computer Science|historical record
usona12|CSC363?|||Linux Scientific 4.3 (Beryllium)|regular||pierreb||Toshiba Satellite 5200|||||LXAA705104606067B1EM14|retired|||5||Computer Science|historical record
utikuma||129.128.29.231|| |||||Acer Aspire||||||retired|||5||Computer Science|no machine in rack
valhalla|CSC353|129.128.25.66||Linux Fedora 13|regular|zichen2|jag|473445||||||6NFWT41|active|||5||Computer Science|Fedora 13 - different root password
valleyview|CSC259B1?|129.128.23.118|| |unknown||hoover||Dell|Intel Pentium4 @ 3.2GHz|512MB|||||||||Computer Science|
vanrena|CSC231|129.128.22.70||Linux Rescue|regular|dept|tst|538412|Polycom SP 128|||||SM45510|retired|B||5||Computer Science|to be reused or retired
vanzac|CSC231|129.128.22.58||VMware ESX 3.5.0 Update 5|regular|dept|tst|528930||AMD Opteron DP2376|32|||SM39094|retired|B||5||Computer Science|TST managed server
veteran||129.128.4.79|| ||||||AMD Opteron DP250|8||||retired|||5||Computer Science|
villeneuve|CSC363?|129.128.25.205|| |unknown|Gtwy||||||||RH2535110404|missing|||5||Computer Science|On NAT
vilna||129.128.25.149|| ||||||AMD 64 3700|1||||retired|||5||Computer Science|
vimy|CSC251A|129.128.22.59||Linux CentOS|regular||li|no-tag||||||SM48986|missing|||5||Computer Science|Steve handled
visitor4b|ATH329|129.128.4.223||Linux WPS Ubuntu 16.04|regular||dept|545608||Xeon X5550 @ 2.66GHz|49|||MJPNX21|active|||5||Computer Science|
visitor4c|ATH329|129.128.4.224||Linux WPS Ubuntu 16.04|regular||dept|545583|Lenovo M7484|Intel Core 2 E8400 @ 3.0GHz|8|||MJPNW39|active|||5||Computer Science|
voldemort|CSC211|129.128.184.90||Linux Ubuntu 12.04|regular|burch|burch||Lenovo M7484|Intel Core 2 E8400 @ 3.0GHz|8|||||||||Computer Science|
vulcan|ATH219|129.128.23.148||Windows 7|regular|dept|tst||Dell Optiplex 9010|Intel i7 3770 @ 3.4GHz|16||||retired|||5||Computer Science|
wabasca|CSC211|129.128.184.69||Linux Ubuntu 16.04|regular|rgreiner|zaiane|704937||||||3LK8HH2|active|||5||Computer Science|
wam1|CSC301|129.128.25.135||Linux Ubuntu 14|regular||jag||Dell Precision 5810||||||active|||5||Computer Science|
wam2|CSC301|129.128.25.136||Linux Ubuntu 14|regular||jag|||Quad|1||||active|||5||Computer Science|
wanham|CSC363A?|129.128.25.222||Windows 98|regular||wfb|||Quad|3|||||||||Computer Science|
wappau|CSC301|129.128.25.121|| |regular||jag|||Intel PentiumII 266|128MB|||K43012011GA3TH0|missing|||5||Computer Science|on private NAT for robot work
warburg|IST VM|129.128.21.205||Linux Ubuntu 16.04|virtual|||NA||x86-yyy|||||active|||5|SA1|Computer Science|RHN# 1018073815
warner|ATH218|129.128.23.10||Windows 7|regular|gordon||464689|||||||active|||5||Computer Science|office machine CSC 218
warspite|CSC225|129.128.23.5||Windows 7|regular||lin||Dell|||||||||||Computer Science|
wasel|ATH220|129.128.28.253|| |||||XPS|Intel Core2 Q6600|3||||active|||5||Computer Science|XBone
waskatenau|ATH204|129.128.29.243|| |regular|dept|tst||||||||retired|||5||Computer Science|
watino|CSC353|129.128.25.175||Linux Fedora 13|regular|zichen2|jag|444197||||||serial-no|active|||5||Computer Science|Fedora 13 - different root password
waugh||129.128.28.251|| ||||||Xeon X350qc|4||||spare|||5||Computer Science|
wawa|CSC353|129.128.25.212||Linux Ubuntu 14|regular|zichen2|jag|512167||||||36W6L81|active|||5||Computer Science|
web1|CSC231|129.128.21.66||Linux Slackware 12.2.0|regular|dept|tst|||PentD830 @ 3.0GHz|3|||B0PFWG1|retired|B||5|SA1|Computer Science|TST managed server was lutose1
web2|CSC231|129.128.21.67||Linux Slackware 12.2.0|regular|dept|tst||Dell PowerEdge R200|Xeon x3210 @ 2.13GHz|4|||C0PFWG1|retired|B||5|SA1|Computer Science|TST managed server
webapps-dev|launch-dev|129.128.22.147||Linux Slackware 12.2.0|alias|dept|gordon||Dell PE R200|Xeon-x3210/2.13G|4096||||retired|||5||Computer Science|
webapps|IST VM|129.128.21.73||Linux Ubuntu 16.04|||IApps|NA|||||||active|||5|SA1|Computer Science|
webdocs-4|IST VM|129.128.21.34||Linux RHEL Server 5.11|virtual|NA|VM||||||||active|||5|SA1|Computer Science|RHN# 1018405571
webdocs-dev|IST VM|129.128.21.203||Linux CentOS 7.4|virtual|dept|tst|NA|||||||active|||5|SA1|Computer Science|for webcode (webdocs) development by users
webdocs-u|webdocs-4|129.128.21.34||Linux CentOS 7.4|alias||VM||||||||active|||5||Computer Science|legacy CNAME for accessing webdocs-4 on ugrad side
webdocs|IST VM|129.128.243.190||Linux CentOS 7.4|virtual|NA|VM||||||||active|||5|SA1|Computer Science|RHN# 1019100174
webiou|ATH215|129.128.184.99|| |unknown||smir||||||||active|||||Computer Science|
westlock|CSC363|129.128.25.77||Windows 95|regular||pierreb||Dell R420|||||||||||Computer Science|
whitecourt|CSC315|129.128.25.85||MacOS 10.6.8|regular|charles|charles|||||||||||||Computer Science|
whitegull|CSC333|129.128.25.40||Windows XP|regular||dept||Apple iMac4|Intel Core Duo @ 2.0GHz|2|||23N0279|active|||5||Computer Science|
wildhay|CSC353|129.128.25.35||Linux Ubuntu 12.04|regular|zichen2|jag||IBM|Intel Pentium4 @ 1.8GHz|256MB|||HB5103102B|retired|||5||Computer Science|
willingdon|GSB175|129.128.21.244||Linux WPS Ubuntu 16.04|regular||mmueller|||AMD 64 3800|2|||SM38052|active|F14||5|SRIT|Computer Science|same as for muriel
willmore||129.128.25.139|| ||||||Xeon E5420QC @ 2.5GHz|8||||retired|||5||Computer Science|
willow-lk||129.128.25.125|| |||||||||||retired|||5||Computer Science|
winagami|CSC139|129.128.29.228||Linux openSUSE 13.1|regular|dept|tst|510234||||||XG060362357|retired|A||5||Computer Science|was gwynne in a previous life
www-dev|launch-dev|129.128.22.148||Linux Slackware 12.2.0|alias|dept|gordon||Sun V40z||||||retired|||5||Computer Science|
yeoford|ATH413|129.128.4.25||Windows 7|regular|yang|yang|528947||||||4DS0JF1|active|||5||Computer Science|
ypmaster|IST VM|129.128.21.8||Linux Ubuntu 16.04|virtual|||NA|Dell T7400|Xeon Dual E5405 @ 2.6GHz|11||||active|||5|SA1|Computer Science|research yp master
ypslave1|IST VM|129.128.21.9||Linux Ubuntu 16.04|virtual|||NA|||||||active|||5|SA1|Computer Science|research yp slave
ypslave2|CSC231|||Linux Slackware 12.2.0|regular|dept|tst||||||||retired|A||5|SA1|Computer Science|TST managed server
zeus|CSC301|129.128.25.127||Linux Ubuntu 12.04|regular|jag|jag|543354|Dell PowerEdge 650|||||||||||Computer Science|
zhang-ptr|ATH407|129.128.4.18|| |printer|zhang|zhang|603723|Barrett WAM Robot Arm 7DOF| Geode Integrated Processor 32-bit @ 500MHz|1|8||PHBHC06421|active|||5||Computer Science|Printer
|ATH224|129.128.184.70|| |printer|ath224|tst|360955|HP LaserJet M402n|||||USEK031082|missing|||5||Computer Science|Was prn-ww1
|ATH326||| |printer|ath326|tst|438958|HP LaserJet 4000N|||||CNGKC67506|retired|||5||Computer Science|was habay
|ATH338?|129.128.4.91||MacOS 10.3|regular|bulitko|bulitko||HP LaserJet 8150dn|||||W871104SW0L|missing|||5||Computer Science|Was priam.
|ATH339|||MacOS 10.5.8|regular|bowling|bowling|539107|PowerBook C2D|||||W88117EKZE4|retired|||5||Computer Science|spare
|ATH349|||Linux Ubuntu 14.04|regular|holte|holte|456687|Apple iMac|Intel Core2 Duo @2.8GHz|2|||s2s-58398|retired|||5||Computer Science|Stopped booting
|ATH354|||Linux Ubuntu 14.04|regular|you|you|509954||AMD XP3000|2|||ACS05435|retired|||5||Computer Science|Was Lafond
|ATH403|||Linux Ubuntu 12.04|regular||mreza|512204||AMD Opteron 175 @ 2.2GHz|3|||ACS05773|retired|||5||Computer Science|machine formerly known as worsley
|ATH430|129.128.25.235||Linux Ubuntu 14.04|regular||mn|no-tag||AMD Athlon 64 3800|2|||2NTPWH1|retired|||5||Computer Science|Was drumheller
|BioSciM330|||Windows 10|regular||dwishart||Dell Optiplex|Intel Core2 E8400|4|||1L1GDP1|missing|||5||Computer Science|Was kelsey.
|CSC205|129.128.23.107||Linux Ubuntu 14.04|regular||hasell||Dell Vostro 460|Intel i5 2400 @ 3.1GHz|8|||||||||Computer Science|
|CSC205|129.128.23.149||Linux Ubuntu 14.04|regular||zaiane|||Intel Core2 Q9400 @ 2.66GHz|8|||9CQPPL1|spare|||5||Computer Science|Was Fitzgerald. Sitting in CSC205 (AMII Lab)
|CSC205|||Linux Ubuntu|regular||hasell||Dell Vostro 430|Intel i7 860 @ 2.66GHz|8|||||||||Computer Science|
|CSC211||| |regular||nolan||Dell Vos V470||8|||0PS?????|missing|||5||Computer Science|was kitscoty 129.128.184.22
|CSC211|||Windows 8 (64-bit)|regular||bulitko|513622||AMD MP2400|1|||FYKXW81|missing|||5||Computer Science|being surplussed; old boyne?
|CSC211|||Linux Ubuntu 14.04|regular|holte|hasell||Dell XPS600|Intel Pentium4 @ 3.4GHz|2|||||||||Computer Science|
|CSC211|||MacOS MocOS 10.5|regular|||513620|Dell Optiplex 990|Intel i5 2500 @ 3.3 GHz| 16|500||G84456VPQPR|spare|||5||Computer Science|was reita-lake 129.128.159.244
|CSC225|129.128.23.18||Linux Ubuntu 10.04 LTS|regular||lin||Apple PowerMac G5|||||||||||Computer Science|
|CSC225|||Windows XP Pro 5.1.2600|regular||lin||Dell|Intel Pentium4 @ 1.6GHz|1|||||||||Computer Science|
|CSC225|129.128.23.81||Windows XP Pro 5.1.2600|regular||lin|||AM2 Athlon64 3800|1|||||||||Computer Science|
|CSC225|||dual-boot Linux||||||AM2 Athlon64 3800|1|||||||||Computer Science|
|CSC225|129.128.23.242||Windows XP Pro 5.1.2600|regular||lin|||AMD Opteron DC165|2|||||||||Computer Science|
|CSC225|||Linux Ubuntu 12.04|regular||Anup|512177||Intel Pentium4 630|2|||ACS05692|retired|||5||Computer Science|Was ipiatik
|CSC231|||Linux RHEL Server 5.11|regular|dept|tst|||AMD64 3700|3|||1Q58ZD1|retired|A||5|SA1|Computer Science|formerly vpn
|CSC231|||MacOS 10.6.5 Server|regular|dept|tst||Dell PowerEdge 860|Intel Core2 E2160 @ 1.8GHz|1|||||||||Computer Science|
|CSC231|||MacOS 10.6.5 Server|regular|dept|tst||Apple MacMini 4|1 C2D @ 2.66GHz|8|||||||||Computer Science|
|CSC231|||MacOS 10.6.5 Server|regular|dept|tst||Apple MacMini 4|1 C2D @ 2.66GHz|8||||spare|||5|SA1|Computer Science|formerly grouard
|CSC231|||MacOS 10.6.8 Server|regular|dept|tst||Apple Mac X-server||||||spare|||5|SA1|Computer Science|formerly ma-me-o
|CSC251|||Linux Scientific 4.4 (Beryllium)|regular||amaral||Apple Mac tower|||||||||||Computer Science|
|CSC251|||Windows 2000 Pro 5.0.2195|regular||amaral|||AMD XP 2400|1|||||||||Computer Science|
