1 NAME|3 IP||4 OS, 5 OS version|6 CATEGORY|2 ROOM|18 RACKINFO|12 SERIAL NUMBER|9 BARCODE||7 OWNER|8 AUTHORITY|14 HOST STATUS|10 DESCRIPTION: Machine Company| Processor| RAM| HDD||
|129.128.23.18||Linux, Ubuntu 10.04 LTS|regular|CSC225||DTRQB11|438243|||lin,anup|NOP|Dell|Intel Pentium4 @ 1.6GHz|1|||
|||Windows, XP Pro 5.1.2600|regular|CSC225||ACS05985|no-tag|||lin,anup|CLEAN||AM2 Athlon64 3800|1|||
|129.128.23.81||Windows, XP Pro 5.1.2600|regular|CSC225||ACS05984|510085|||lin,anup|CLEAN||AM2 Athlon64 3800|1|||
|||dual-boot, Linux,XP Pro 5.1.2600|regular|CSC225||ACS05735|510061|||lin,anup|CLEAN||AMD Opteron DC165|2|||
|129.128.23.242||Windows, XP Pro 5.1.2600|regular|CSC225||ACS05693|503218|||lin,anup|CLEAN||Intel Pentium4 630|2|||
|||Linux, Ubuntu 12.04|regular|CSC225||ACS05692|512177|||Anup|CLEAN||AMD64 3700|3|||
|||Linux, RHEL Server 5.11|regular|CSC231|A|1Q58ZD1|||dept|tst|CLEAN|Dell PowerEdge 860|Intel Core2 E2160 @ 1.8GHz|1|||
|||MacOS, 10.6.5 Server|regular|CSC231|A|C07CV1TDDD6K|||dept|tst|CLEAN|Apple MacMini 4|1 C2D @ 2.66GHz|8|||
|||MacOS, 10.6.5 Server|regular|CSC231|A|C07CV1TDDD6K|||dept|tst|CLEAN|Apple MacMini 4|1 C2D @ 2.66GHz|8|||
|||MacOS, 10.6.5 Server|regular|CSC231|||||dept|tst|CLEAN|Apple Mac X-server|||||
|||MacOS, 10.6.8 Server|regular|CSC231|||||dept|tst|CLEAN|Apple Mac tower|||||
|||Linux, Scientific 4.4 (Beryllium)|regular|CSC251||PS130492|455598|||amaral,duane,paullu,jonathan|NA||AMD XP 2400|1|||
|||Windows, 2000 Pro 5.0.2195|regular|CSC251||ACS05304|513781|||amaral,duane,paullu,jonathan|NA||AMD 64 3500|2|||
|||Windows, XP Pro 5.1.2600|regular|CSC251||PS130493|455599|||amaral,duane,paullu,jonathan|NA||AMD XP 2400|1.5|||
|||Windows, XP Pro 5.1.2600|regular|CSC251||ACS05303|513780|||amaral,duane,paullu,jonathan|NA||AMD 64 3500|2|||
|||Windows, XP Pro|regular|CSC251||ACS05305|513783|||amaral,duane,paullu,jonathan|NA||AMD 64 3500|2|||
|||Windows, XP|regular|CSC251||ACS05315|513782|||amaral,duane,paullu,jonathan|NA||AMD 64 3500|1|||
|129.128.25.75||Windows, XP Pro 5.1.2600|regular|CSC265||C600071|509937|||yang|CLEAN||AMD 2214|4|||
|||, ||CSC315A||ACS05475|||||||AMD Opteron 280|8|||
|||, ||CSC315A||G13KMC1|||||NA||Intel Core2 5150|8|||
|||, ||CSC315A||6Y31KWMZP001|451473||||NA|HP|AMD XP2200|1|||
|||, ||CSC315A||4XSLT41|482450||||NA|Dell OptiPlex GX270|Intel Pentium4 @ 2.4GHz|512MB|||
|||, ||CSC315A||ACS06524|427822||||NA||Intel Core2 E6850 @ 3.0GHz|4|||
|||, ||CSC315A||ACS05237|no-tag||||NA||AMD 64 4000|2|||
|||, ||CSC315A||ACS05477|512173||||NA||AMD 64 4000|1|||
|||Linux, Ubuntu 12.04|regular|CSC315A|||||||NA||AMD 64 Dual 4400DC|3|||
|||, ||CSC315A||ACS05081|||||NA||AMD XP3400|2|||
|||, ||CSC315A||ACS04434|||||NA||AMD Opteron DP244|2|||
|||, ||CSC315A||KPB1727|469226||||NA|IBM|P4H 2.8|1024|||
|||, ||CSC315A||7XSLT41|482502||||NA|Dell|Intel Pentium4 @ 2.4GHz|512MB|||
|||, ||CSC315A||6Y26JYFZL054|||||NA|Compaq|Intel Pentium4 @ 1.4GHz|512MB|||
|||, |regular|CSC315A||||||yang|NA||||||
|||, |regular|CSC315A||ACS04684|473438|||jag|NA||AMD MP2600|2|||
|||Windows, XP Pro 5.1.2600|regular|CSC315A||PS130471|450862|||wfb|NA||AMD 2100|1|||
|||Windows, XP Pro 5.1.2600|regular|CSC315A||C600082|509938|||yang|||AMD 2214|4|||
|||, ||CSC315A||ACS03321|438963||||NA||AMD MP1800|3|||
|||, ||CSC315A||ACS03354|438786||||NA|ACS|AMD 1.4GD|512MB|||
|||, ||CSC315A||ACS03336|439305||||NA||AMD 1800|1|||
|||, ||CSC315A||ACS03335|439302||||||AMD XP1800|1|||
|||, |regular|CSC315A||T672K00408D04253||||jag|NA|ShuttleXPC|Intel Pentium4 @ 3.2GHz|1|||
|||Linux, Slackware 12.2.0|regular|CSC315A||CAC91501T1|||dept|tst|NA|HP dc7900|||||
|||Linux, Slackware 12.2.0|regular|CSC315A||FW3128218||||tst|||||||
|||, ||CSC315A||ACS04721|469208||||NA||AMD MP2800|2|||
|||, ||CSC315A||ACS04497|461641||||NA||AMD XP3200|2|||
|||Linux, Scientific 5.0 (Boron)|regular|CSC315A||USC32807XF|467893|||nolan,kondrak|NA|HP P6|@ 2.8GHz|512MB|||
|||MacOS, 10.5|regular|CSC315A||W87480ENX8A|516843||||CLEAN|Apple iMac 24"|Intel Core2 @ 2.4GHz|2|||
|||Windows, 7|regular|CSC315A||ACS06599|528931|||macg|NA||Intel Core 2 E6850 @ 3.00GHz|3|||
|||, |printer|CSC315A||USEF195651|401809||||NA|HP LJ4000N|||||
|||, |regular|CSC315A||7T9RG81|489247||Electronics Shop||NA|DELL OPTIPLEX GX620|Intel Pentium4 @ 3.4GHz|1|||
|||, |regular|CSC315A||7V9RG81|489338||Electronics Shop||NA|DELL OPTIPLEX GX620|Intel Pentium4 @ 3.4GHz|1|||
|||, |regular|CSC315A||5V9RG81|489404||Electronics Shop||NA|DELL OPTIPLEX GX620|Intel Pentium4 @ 3.4GHz|1|||
|||, |regular|CSC315A||8W9RG81|489468||Electronics Shop||NA|DELL OPTIPLEX GX620|Intel Pentium4 @ 3.4GHz|1|||
|||, |regular|CSC315A||PS110090|439303|||macg|||AMD 1800|256MB|||
|||, ||CSC315A||ACS04765||||zaiane|NA||AMD MP2800|2|||
|||, ||CSC315A||ACS04225|457539||||||AMD Sempron 2800|1.5|||
|||, ||CSC315A||ACS03670|469358||||NA||Intel Pentium4 @ 2.26GHz|1|||
|||, ||CSC315A||ACS04495|469360||||NA||AMD XP3200|2|||
|||, ||CSC315A||ACS05643|497683||||NA||AMD64 4400DC|2|||
|||, ||CSC315A||ACS06177|510083||||||AMD AM X2 4600|2|||
|||, ||CSC315A||5J6TPC1|512140|||||Dell Optiplex 745|Intel Core2 Duo 6600 @ 2.4GHz|3|||
|||, ||CSC315A||ACS05894|537347||||||AMD Athlon64 AM2 4600|2|||
|||MacOS, 10.10.3|regular|CSC315||W87350Y3ZCT|524173||||CLEAN|Apple iMac|Intel Core2 Duo|2|||
|||Linux, Ubuntu 14.04|regular|CSC315||160041|513770||dept|dept|CLEAN||Intel Core 2 Duo 6420 @ 1.6 GHz|2| 160||
|||Windows, XP Pro 5.1.2600|regular|CSC315||ACS05642|497682||xinhua2|hasell,zaiane|CLEAN||AMD64 4400DC|2|||
|||, |regular|CSC315||65J2KH1|537354|||yuan,mn|CLEAN|Dell Optiplex|Intel Core2 E8400|4|||
|||Linux, Ubuntu 14.04|regular|CSC315||LKCWDB0|513796|||stroulia,hzhang3|NOP||Intel Core2E6300 @ 1.8GHz|5|||
|||MacOS, 10.5.8|regular|CSC315||G84528XFQPM|482526||teri|mmueller|NA|Apple Mac G5|2.5GD|2.5|||
|||MacOS, 10.8|regular|CSC315||Serial-no||||bmw|CLEAN|Apple iMac|Intel Core2 Duo @ 2.4GHz|2|||
|||MacOS, 10.1|regular|CSC315||qp9040mzze3|||dept|dept|CLEAN|iMac|Intel Core2 Duo @ 2.66GHz|4|||
|||MacOS, |regular|CSC315|||497658|||||Apple Mac Mini| G4 @ 1.25 GHz| 1| 40||
|||MacOS, |regular|CSC315||W870701LVGN|510358|||||Apple iMac 24"| @ 2.16GHz| 1| 250||
|||MacOS, |regular|CSC315||YM8345ZCZE3|no-tag|||||Apple iMac 20"|@ 2.66 GHz| 2|320||
|||Windows, 8.1 Enterprise|regular|CSC315||82JBZD1|528948||yang|yang|CLEAN|Dimension 9200|Intel Core 2 Q6600 @ 2.4GHz|4|500||
|129.128.25.211||Linux, Ubuntu 12.04|regular|CSC329|E|19CQWB1|510034|||yuan|CLEAN|Dell PowerEdge 2950|Xeon 5050x2|4|||
|||Linux, RHEL Server 5.11|regular|CSC329|C|D6DJJD1||||denilson||Dell PowerEdge 1950|Xeon 5148 @ 2.33GHz|4|||
|||Linux, RHEL WS 3 (Taroon Update 2)|regular|CSC329|E|XG043057935|474741|||paullu,duane|NA|Sun V20z|Opteron/DP248|2048|||
|||Linux, RHEL WS 3 (Taroon Update 3)|regular|CSC329|E|XG043057955|474742|||paullu,duane|NA|Sun V20z|AMD Opteron DP248|2|||
|||Linux, RHEL WS 3 (Taroon Update 3)|regular|CSC329|E|XG043057927|474743|||paullu,duane|NA|Sun V20z|AMD Opteron DP248|2|||
|||Linux, Ubuntu 12.04|regular|CSC329|C|0726BD13AB||||denilson||SunFire X4200M|2 @ 2.8GHz|8|||
|||Linux, Ubuntu 12.04|regular|CSC329|B|ACS04896||||kondrak|CLEAN||Xeon*2 @ 3.4GHz|2|||
|129.128.25.55||Windows, XP Pro 5.1.2600|regular|CSC353||ACS03834|448709||zichen2|jag|CLEAN||AMD 2000|512MB|||
|||MacOS, 10.6.5 Server|virtual|serv-admin-test|||||dept|tst|CLEAN||||||
|||Windows, XP Pro 5.1.2600|regular|||ACS06598|no-tag|||amaral,duane,paullu,jonathan|CLEAN||Intel Core2 E6850 @ 3.0GHz|4|||
|129.128.23.65||Windows, XP|regular|||78B1773|453774|||kenw|CLEAN|IBM|Intel Pentium4 @ 2.4GHz|1|||
|129.128.23.90||Windows, XP Pro 5.1.2600|regular|||KPB1723|469218||shibani|stroulia,hoover|CLEAN|IBM|P4H @ 2.8GHz|2.5|||
|129.128.23.96||Windows, XP Pro 5.1.2600|regular|||KCL3BVH|456684|||stroulia,hoover|CLEAN|IBM|Intel Pentium4 @ 2.5GHz|1|||
|129.128.23.98||Windows, XP|regular|||ACS05467|513621||cenkner|bulitko|CLEAN||AMD 64 4400DC|2|||
|129.128.23.205||Windows, XP Pro 5.1.2600|regular|||ACS05736||||lin,anup|CLEAN||Intel Pentium4 630|2|||
|||Windows, |regular|||J91LCG1|528109|||wfb,pierreb|NOP|XPS 420|Intel Core2 Q6600|3|||
|129.128.25.74||Windows, |regular|||BCQSZF1|543233|||wfb|NOP|XPS|Intel Core2 Q6600 @ 2.4GHz|3|||
|129.128.25.143||Linux, Ubuntu 12.04|regular|||ACS05157|483837|||macg|CLEAN||AMD 64 4000|2|||
|129.128.25.144||Linux, Ubuntu 12.04|regular|||ACS05156|482838|||netgroup|CLEAN||AMD 64 4000|2|||
|129.128.25.145||Linux, Ubuntu 12.04|regular|||ACS04977|482510|||netgroup|CLEAN||AMD 64 FX55|2|||
|129.128.25.147||Linux, Ubuntu 12.04|regular|||ACS05373|489481|||netgroup|CLEAN||AMD 64 4000|2|||
|129.128.25.150||Linux, Ubuntu 12.04|regular|||ACS05436|497719|||netgroup|CLEAN||AMD 64 4000|2|||
|129.128.25.151||Windows, XP Pro 5.1.2600|regular|||ACS05437|497714|||netgroup|CLEAN||AMD 64 4000|2|||
|129.128.29.239||Linux, Ubuntu 14.04|regular|||G881007CXYK||||dept|CLEAN|Apple MacPro|@ 2.8GHz|4|||
|||Windows, XP Pro 5.1.2600|regular|||ACS04068|453786|||zaiane|DIRTY||AMD XP2200|1|||
|||, |regular|||ACS04986|482518|||hayward|CLEAN||AMD 64 3700|2|||
|||, |wildwest|||ABA3CW82317X6|no-tag|||sutton|NOP||AMD 4200|3|||
|||, ||||JBK52C1||||||Dell PowerEdge 2950|Xeon 5050x2|4|||
|129.128.23.186||, |network||||||bmw|rod|CLEAN||||||
|129.128.23.124||Linux, Ubuntu 14.04|regular|||ACS04993|510070|||hayward|CLEAN||AMD64/3700|2048|||
|||Windows, 10|regular|CSC315||CH80YG1|537351||alexey|lin,anup|CLEAN|XPS|Intel Core2 Q6600|3|||
|129.128.23.126||Windows, 7|regular|ATH452A||ACS07026|||guana|stroulia|CLEAN||Intel Core2 E7400 @ 2.8GHz|4|||
|129.128.25.156||Linux, Ubuntu 14.04|regular|CSC301||HRWV5J1|no-tag|||zhang|CLEAN||Intel Core2 E8400|4|||
|129.128.25.50||Linux, Ubuntu 16.04|regular|CSC315||ACS06125|509923||rick|rick,rod|CLEAN||AMD Athlon 3500 @ 2.4GHz|4|||
|129.128.23.80||Linux, Ubuntu 14.04|regular|CSC241||ACS06777|no-tag||burch|jonathan|CLEAN||Intel Core2 Q9550|8|||
|||Linux, Ubuntu 14.04|regular|||ACS06599|528931||dept|dept|CLEAN||Intel Core 2 E6850 @ 3.0GHz|3|||
|||Linux, Ubuntu 14.04|regular|||ACS06091|510241||dept|dept|CLEAN||Intel Core2 E6600|2|||
|129.128.23.156||Linux, WPS Ubuntu 14.04|regular|ATH403||8N5GWG1|528141|||mreza|CLEAN|Dell 755|Intel Core2 Duo|4|||
|129.128.29.250||Linux, Slackware 12.2.0|regular|||73JQXF1|522819||dept|tst|CLEAN|Dell OptiPlex 745|||||
|129.128.4.54||Linux, WPS Ubuntu 16.04|regular|||MJPNW37|545613||dept|tst|CLEAN|Lenovo M7484|Intel Core2 E8400 @ 3.0GHz|8|||
|||Windows, XP Pro 5.1.2600|regular|CSC315||PS130095|441388|||hayward|CLEAN||AMD 1800|768MB|||
|129.128.4.62||Linux, WPS Ubuntu 16.04|regular|||MJPNW36|545580||dept|tst|CLEAN|Lenovo M7484|Intel Core2 E8400 @ 3.0GHz|8|||
|129.128.29.233||Linux, WPS Ubuntu 16.04|regular|||5W7TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
|129.128.29.235||Linux, WPS Ubuntu 16.04|regular|||9T7TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
|||Linux, WPS Ubuntu 16.04|regular|||ACS06178|510083|||dept|CLEAN||AMD AM X2 4600|2|||
|129.128.23.122||, ||||438770|||||||||||
|||Linux, Ubuntu 14.04|regular|||BB0637|586233|||amaral,paullu|||||||
|129.128.23.47||Linux, WPS Ubuntu 16.04|regular|||c6fvdq1|588272|||dwishart|||Intel Core2 E7500||||
|129.128.23.71||Linux, WPS Ubuntu 16.04|regular|||BB0655|586235|||amaral,paullu|||||||
|129.128.25.140||Linux, WPS Ubuntu 16.04|regular|||3NTPWH1|no-tag|||mn,mallett,user||Dell Optiplex|Intel Core2 E8400|4|||
|129.128.25.230||Linux, WPS Ubuntu 16.04|regular|||8NTPWH1|no-tag|||mn||Dell Optiplex|Intel Core2 E8400|4|||
|129.128.4.222||Linux, WPS Ubuntu 16.04|regular|CSC315||MJPNX49|545594|||dept|CLEAN|Lenovo M7484|Intel Core 2 Duo E8400 3.0GHz|8192|||
|||Linux, WPS Ubuntu 16.04|regular|||0ACS06614|543327||||||Intel Core2 Q9300 @ 2.5GHz|4|||
|||Linux, RHEL Server 5.8|regular|CSC329||10113F6|||dwt,stroulia|stroulia|CLEAN|IBM Power 550 (type-model 8204-E8A)|||||
|||, |network|ATH322||Serial-no|||yannis|netgroup|CLEAN|Win8-PC|||||
|129.128.159.97||, |regular|CSC353||L50151||||jag|DIRTY||AMD Opteron DC170|2|||
|129.128.159.127||SunOS, 5.1|regular||E|0345AD216D|467899|||kenw|DIRTY|SunFire|@ 1.2GHz|2|||
|129.128.159.10||Linux, RHEL AS 3 (Taroon Update 8)|regular|CSC329|D|ACS03931|452480|||bulitko|DIRTY||AMD MP2400|3.5|||
|129.128.23.103||Linux, WPS Ubuntu 16.04|regular|CSC315||7J1WHH1|643322||jdavidso|jonathan|CLEAN|Dell Optiplex 755|Intel Core2 E8400|8|||
